district_name,dir,stem
Arua City,arua_city,arua_city
Fort Portal City,fortportal_city,fortportal_city
Gulu City,gulu_city,gulu_city
Hoima City,hoima_city,hoima_city
Jinja City,jinja_city,jinja_city
Lira City,lira_city,lira_city
Masaka City,masaka_city,masaka_city
Mbale City,mbale_city,mbale_city
Mbarara City,mbarara_city,mbarara_city
Soroti City,soroti_city,soroti_city
