"location","spray_start","spray_end","formulation","year","household_coverage","population_coverage","funder","source","source_2","spray_date","month_count","location_id","region_name","path_to_top_parent","form_short","district"
"Kabale District",2006-06-01,2006-08-20,"pyrethroid",2006,NA,NA,"USAID","https://web.archive.org/web/20061222225730/http://www.usaid.gov/fightingmalaria/countries/uganda_profile.pdf","","2006-07",-102,"zBIpPzKYFLp","Kigezi","akV6429SUqu,G0rlphd2tcD,zBIpPzKYFLp",NA,"Kabale District"
"Pader District",2007-06-01,2007-07-01,"Lambda-cyhalothrin",2007,97,NA,"PMI","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3752748/","","2007-06",-91,"aBrjuZk0W31","Acholi","akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31","pyrethroid","Pader District"
"Apac District",2008-03-01,2008-05-31,"DDT",2008,92.4,91,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2008-04",-81,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq",NA,"Apac District"
"Pader District",2008-07-01,2008-08-01,"Alpha-cypermethrin",2008,95,NA,"PMI","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3752748/","","2008-07",-78,"aBrjuZk0W31","Acholi","akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31","pyrethroid","Pader District"
"Pader District",2009-01-01,2009-02-01,"Alpha-cypermethrin",2009,95,NA,"PMI","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3752748/","","2009-01",-72,"aBrjuZk0W31","Acholi","akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31","pyrethroid","Pader District"
"Agago District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","pyrethroid","Agago District"
"Agago District",2010-08-23,2010-09-21,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-09",-52,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Amuru District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","pyrethroid","Amuru District"
"Amuru District",2010-09-13,2010-09-30,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","Uganda Indoor Residual Spraying (IRS) Project Quarterly Report July-September 2010","2010-09",-52,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Apac District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,99.9,99.9,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2010-03",-58,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","pyrethroid","Apac District"
"Apac District",2010-08-23,2010-09-21,"Bendiocarb",2010,99.5,99.5,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2010-09",-52,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Gulu District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","pyrethroid","Gulu District"
"Gulu District",2010-09-06,2010-09-30,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","Uganda Indoor Residual Spraying (IRS) Project Quarterly Report July-September 2010","2010-09",-52,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Kitgum District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","pyrethroid","Kitgum District"
"Kitgum District",2010-06-11,2010-08-02,"Bendiocarb",2010,NA,0.978,"","https://library.health.go.ug/sites/default/files/resources/Uganda%20Indoor%20Residual%20spraying%20project%20quarterly%20report%202010.pdf","","2010-07",-54,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kole District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","pyrethroid","Kole District"
"Kole District",2010-08-23,2010-09-21,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-09",-52,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kwania District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","pyrethroid","Kwania District"
"Kwania District",2010-08-23,2010-09-21,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-09",-52,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Lamwo District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","pyrethroid","Lamwo District"
"Lamwo District",2010-08-23,2010-09-21,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-09",-52,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Omoro District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","pyrethroid","Omoro District"
"Omoro District",2010-08-23,2010-09-21,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-09",-52,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Oyam District",2010-02-23,2010-03-31,"Alpha-cypermethrin",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-03",-58,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","pyrethroid","Oyam District"
"Oyam District",2010-08-23,2010-09-21,"Bendiocarb",2010,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2010-09",-52,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Pader District",2009-11-01,2009-12-01,"Alpha-cypermethrin",2009,99,NA,"PMI","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3752748/","","2009-11",-62,"aBrjuZk0W31","Acholi","akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31","pyrethroid","Pader District"
"Agago District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Agago District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Agago District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Amuru District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Amuru District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Amuru District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Apac District",2011-01-05,2011-01-30,"Bendiocarb",2011,99.6,99.6,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2011-01",-48,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Apac District",2011-05-23,2011-06-20,"Bendiocarb",2011,97.6,97.8,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2011-06",-43,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Apac District",2011-11-09,2011-12-10,"Bendiocarb",2011,93.1,94,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2011-11",-38,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Gulu District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Gulu District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Gulu District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Kitgum District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kitgum District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kitgum District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kole District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kole District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kole District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kwania District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Kwania District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Kwania District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Lamwo District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Lamwo District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Lamwo District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Omoro District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Omoro District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Omoro District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Oyam District",2011-01-05,2011-01-30,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-01",-48,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Oyam District",2011-05-23,2011-06-20,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-06",-43,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Oyam District",2011-11-09,2011-12-10,"Bendiocarb",2011,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2011-11",-38,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Agago District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Agago District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Amuru District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Amuru District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Apac District",2012-04-23,2012-06-02,"Bendiocarb",2012,90.3,90.4,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2012-05",-32,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Apac District",2012-10-22,2012-11-30,"Bendiocarb",2012,92.3,93.2,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2012-11",-26,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Gulu District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Gulu District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Kitgum District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kitgum District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kole District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kole District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kwania District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Kwania District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Lamwo District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Lamwo District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Omoro District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Omoro District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Oyam District",2012-04-23,2012-06-02,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-05",-32,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Oyam District",2012-10-22,2012-11-30,"Bendiocarb",2012,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2012-11",-26,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Agago District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Agago District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Amuru District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Amuru District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
"Apac District",2013-04-02,2013-05-25,"Bendiocarb",2013,97.5,96.6,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2013-04",-21,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Apac District",2013-11-04,2013-12-07,"Bendiocarb",2013,92.7,93.5,"","https://academic.oup.com/cid/article/65/3/453/3084751","","2013-11",-14,"JyZJhGXKeEq","Lango","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","bendio","Apac District"
"Gulu District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Gulu District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"Gwk4wkLz7EW","Acholi","akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW","bendio","Gulu District"
"Kitgum District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kitgum District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"pnTVIF5v27r","Acholi","akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r","bendio","Kitgum District"
"Kole District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kole District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"Y4LV8xqkv6J","Lango","akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","bendio","Kole District"
"Kwania District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Kwania District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"gCN6sU5BjlR","Lango","akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","bendio","Kwania District"
"Lamwo District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Lamwo District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"xy0M4HhjXtD","Acholi","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD","bendio","Lamwo District"
"Omoro District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Omoro District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"S5fvUXgY54J","Acholi","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J","bendio","Omoro District"
"Oyam District",2013-04-02,2013-05-25,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-04",-21,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Oyam District",2013-11-04,2013-12-07,"Bendiocarb",2013,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2013-11",-14,"xpIFdCMhVHG","Lango","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","bendio","Oyam District"
"Agago District",2014-04-22,2014-05-23,"Bendiocarb",2014,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2014-05",-8,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Agago District",2014-10-20,2014-11-14,"Bendiocarb",2014,NA,0.929,"","https://web.archive.org/web/20250202204856/https://pdf.usaid.gov/pdf_docs/PA00MV8B.pdf","","2014-11",-2,"ztIyIYAzFKp","Acholi","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp","bendio","Agago District"
"Alebtong District",2014-12-08,2015-02-19,"Bendiocarb",2015,0.561,0.64,"","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2015-01",0,"p7EEgDEX3jT","Lango","akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT","bendio","Alebtong District"
"Amolatar District",2014-12-08,2015-02-19,"Bendiocarb",2015,0.547,0.681,"","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2015-01",0,"ZuQHWOaFQVM","Lango","akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM","bendio","Amolatar District"
"Amuru District",2014-04-22,2014-05-23,"Bendiocarb",2014,NA,NA,"","https://www.nature.com/articles/s41467-021-22896-5","","2014-05",-8,"C0RSe3EWBqU","Acholi","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU","bendio","Amuru District"
