"district_name","period","date","year","region_name","pfpr"
"Ntungamo District",202401,2024-01-01,"2024","Ankole",0.0580633072800126
"Ntungamo District",202402,2024-02-01,"2024","Ankole",0.0419243937511953
"Ntungamo District",202403,2024-03-01,"2024","Ankole",0.040026525235668
"Ntungamo District",202404,2024-04-01,"2024","Ankole",0.0369525029772479
"Ntungamo District",202405,2024-05-01,"2024","Ankole",0.0350054729289484
"Ntungamo District",202406,2024-06-01,"2024","Ankole",0.0349542347137605
"Ntungamo District",202407,2024-07-01,"2024","Ankole",0.0366470926153812
"Ntungamo District",202408,2024-08-01,"2024","Ankole",0.0387988570792299
"Ntungamo District",202409,2024-09-01,"2024","Ankole",0.0371622388951694
"Ntungamo District",202410,2024-10-01,"2024","Ankole",0.0424600965144594
"Ntungamo District",202411,2024-11-01,"2024","Ankole",0.0452447543114959
"Ntungamo District",202412,2024-12-01,"2024","Ankole",0.0413514499458974
"Rukungiri District",202401,2024-01-01,"2024","Kigezi",0.040834240151661
"Rukungiri District",202402,2024-02-01,"2024","Kigezi",0.0375660888290695
"Rukungiri District",202403,2024-03-01,"2024","Kigezi",0.0325493192453177
"Rukungiri District",202404,2024-04-01,"2024","Kigezi",0.044161418583447
"Rukungiri District",202405,2024-05-01,"2024","Kigezi",0.0355505763712618
"Rukungiri District",202406,2024-06-01,"2024","Kigezi",0.0345440850530842
"Rukungiri District",202407,2024-07-01,"2024","Kigezi",0.0346022709241569
"Rukungiri District",202408,2024-08-01,"2024","Kigezi",0.0335760693872355
"Rukungiri District",202409,2024-09-01,"2024","Kigezi",0.0303532143446628
"Rukungiri District",202410,2024-10-01,"2024","Kigezi",0.0310463401744148
"Rukungiri District",202411,2024-11-01,"2024","Kigezi",0.0329554355498292
"Rukungiri District",202412,2024-12-01,"2024","Kigezi",0.0301208833741893
"Kanungu District",202401,2024-01-01,"2024","Kigezi",0.0891261001136737
"Kanungu District",202402,2024-02-01,"2024","Kigezi",0.0799889326537854
"Kanungu District",202403,2024-03-01,"2024","Kigezi",0.0646891669267411
"Kanungu District",202404,2024-04-01,"2024","Kigezi",0.0599248319786069
"Kanungu District",202405,2024-05-01,"2024","Kigezi",0.0612494235341465
"Kanungu District",202406,2024-06-01,"2024","Kigezi",0.0574057425765187
"Kanungu District",202407,2024-07-01,"2024","Kigezi",0.0509743441806607
"Kanungu District",202408,2024-08-01,"2024","Kigezi",0.0570766938448963
"Kanungu District",202409,2024-09-01,"2024","Kigezi",0.0604890702479225
"Kanungu District",202410,2024-10-01,"2024","Kigezi",0.0579192957923093
"Kanungu District",202411,2024-11-01,"2024","Kigezi",0.0582998421851071
"Kanungu District",202412,2024-12-01,"2024","Kigezi",0.0626929147524937
"Rubanda District",202401,2024-01-01,"2024","Kigezi",0.0388551603902019
"Rubanda District",202402,2024-02-01,"2024","Kigezi",0.0335764379253117
"Rubanda District",202403,2024-03-01,"2024","Kigezi",0.0348435521457142
"Rubanda District",202404,2024-04-01,"2024","Kigezi",0.037456018690255
"Rubanda District",202405,2024-05-01,"2024","Kigezi",0.0255807588749736
"Rubanda District",202406,2024-06-01,"2024","Kigezi",0.0286936660504754
"Rubanda District",202407,2024-07-01,"2024","Kigezi",0.0288907849353536
"Rubanda District",202408,2024-08-01,"2024","Kigezi",0.0264896432492159
"Rubanda District",202409,2024-09-01,"2024","Kigezi",0.027636345443171
"Rubanda District",202410,2024-10-01,"2024","Kigezi",0.0355285578131495
"Rubanda District",202411,2024-11-01,"2024","Kigezi",0.0178248683222661
"Rubanda District",202412,2024-12-01,"2024","Kigezi",0.0272074897082454
"Rukiga District",202401,2024-01-01,"2024","Kigezi",0.0340521800527602
"Rukiga District",202402,2024-02-01,"2024","Kigezi",0.0280789696812406
"Rukiga District",202403,2024-03-01,"2024","Kigezi",0.03192371393938
"Rukiga District",202404,2024-04-01,"2024","Kigezi",0.0312504961843241
"Rukiga District",202405,2024-05-01,"2024","Kigezi",0.0450526696903208
"Rukiga District",202406,2024-06-01,"2024","Kigezi",0.0353482255504783
"Rukiga District",202407,2024-07-01,"2024","Kigezi",0.0362078078324507
"Rukiga District",202408,2024-08-01,"2024","Kigezi",0.0477359395091918
"Rukiga District",202409,2024-09-01,"2024","Kigezi",0.0444641205256336
"Rukiga District",202410,2024-10-01,"2024","Kigezi",0.030298091431753
"Rukiga District",202411,2024-11-01,"2024","Kigezi",0.0431155972709229
"Rukiga District",202412,2024-12-01,"2024","Kigezi",0.0409252697594492
"Kisoro District",202401,2024-01-01,"2024","Kigezi",0.0162916702297451
"Kisoro District",202402,2024-02-01,"2024","Kigezi",0.00979423790449587
"Kisoro District",202403,2024-03-01,"2024","Kigezi",0.00803829946787882
"Kisoro District",202404,2024-04-01,"2024","Kigezi",0.00653882516457972
"Kisoro District",202405,2024-05-01,"2024","Kigezi",0.00613434036150863
"Kisoro District",202406,2024-06-01,"2024","Kigezi",0.007646833039859
"Kisoro District",202407,2024-07-01,"2024","Kigezi",0.00685825573802905
"Kisoro District",202408,2024-08-01,"2024","Kigezi",0.00752905104572852
"Kisoro District",202409,2024-09-01,"2024","Kigezi",0.0070336295353198
"Kisoro District",202410,2024-10-01,"2024","Kigezi",0.0115167874393342
"Kisoro District",202411,2024-11-01,"2024","Kigezi",0.00789280266181933
"Kisoro District",202412,2024-12-01,"2024","Kigezi",0.00886160800204852
"Kabale District",202401,2024-01-01,"2024","Kigezi",0.0104565562133487
"Kabale District",202402,2024-02-01,"2024","Kigezi",0.00967171398723097
"Kabale District",202403,2024-03-01,"2024","Kigezi",0.00595446284635167
"Kabale District",202404,2024-04-01,"2024","Kigezi",0.00922506231574292
"Kabale District",202405,2024-05-01,"2024","Kigezi",0.00795199558823296
"Kabale District",202406,2024-06-01,"2024","Kigezi",0.00620623296981877
"Kabale District",202407,2024-07-01,"2024","Kigezi",0.00777524592862879
"Kabale District",202408,2024-08-01,"2024","Kigezi",0.00869464058658019
"Kabale District",202409,2024-09-01,"2024","Kigezi",0.00692329325879839
"Kabale District",202410,2024-10-01,"2024","Kigezi",0.00643424333123846
"Kabale District",202411,2024-11-01,"2024","Kigezi",0.00552211774622049
"Kabale District",202412,2024-12-01,"2024","Kigezi",0.00800200942918689
"Mitooma District",202401,2024-01-01,"2024","Ankole",0.0912006260678917
"Mitooma District",202402,2024-02-01,"2024","Ankole",0.0947453216426883
"Mitooma District",202403,2024-03-01,"2024","Ankole",0.0977478597786805
"Mitooma District",202404,2024-04-01,"2024","Ankole",0.0974879593834138
"Mitooma District",202405,2024-05-01,"2024","Ankole",0.0953348897934158
"Mitooma District",202406,2024-06-01,"2024","Ankole",0.101853223531767
"Mitooma District",202407,2024-07-01,"2024","Ankole",0.105959394603545
"Mitooma District",202408,2024-08-01,"2024","Ankole",0.108122310790348
"Mitooma District",202409,2024-09-01,"2024","Ankole",0.120497278159328
"Mitooma District",202410,2024-10-01,"2024","Ankole",0.118663525841341
"Mitooma District",202411,2024-11-01,"2024","Ankole",0.126964367277429
"Mitooma District",202412,2024-12-01,"2024","Ankole",0.121028339093986
"Kagadi District",202401,2024-01-01,"2024","Bunyoro",0.266713862507032
"Kagadi District",202402,2024-02-01,"2024","Bunyoro",0.186366664782499
"Kagadi District",202403,2024-03-01,"2024","Bunyoro",0.144947783372233
"Kagadi District",202404,2024-04-01,"2024","Bunyoro",0.13195088750869
"Kagadi District",202406,2024-06-01,"2024","Bunyoro",0.124471426510746
"Kagadi District",202407,2024-07-01,"2024","Bunyoro",0.132346487710233
"Kagadi District",202408,2024-08-01,"2024","Bunyoro",0.147771210817929
"Kagadi District",202410,2024-10-01,"2024","Bunyoro",0.160686015272014
"Kagadi District",202411,2024-11-01,"2024","Bunyoro",0.157951673076148
"Kagadi District",202412,2024-12-01,"2024","Bunyoro",0.157878523094366
"Kagadi District",202405,2024-05-01,"2024","Bunyoro",0.133403128699629
"Kagadi District",202409,2024-09-01,"2024","Bunyoro",0.152625999583754
"Kakumiro District",202401,2024-01-01,"2024","Bunyoro",0.208580272071797
"Kakumiro District",202402,2024-02-01,"2024","Bunyoro",0.199773372237052
"Kakumiro District",202403,2024-03-01,"2024","Bunyoro",0.20044415577348
"Kakumiro District",202404,2024-04-01,"2024","Bunyoro",0.202753786874616
"Kakumiro District",202405,2024-05-01,"2024","Bunyoro",0.195319635862529
"Kakumiro District",202406,2024-06-01,"2024","Bunyoro",0.207101790681924
"Kakumiro District",202407,2024-07-01,"2024","Bunyoro",0.217222555542138
"Kakumiro District",202408,2024-08-01,"2024","Bunyoro",0.219242947840527
"Kakumiro District",202409,2024-09-01,"2024","Bunyoro",0.21253695850953
"Kakumiro District",202410,2024-10-01,"2024","Bunyoro",0.234669626182851
"Kakumiro District",202411,2024-11-01,"2024","Bunyoro",0.239712035165761
"Kakumiro District",202412,2024-12-01,"2024","Bunyoro",0.226016499858327
"Kibaale District",202401,2024-01-01,"2024","Bunyoro",0.233348306934071
"Kibaale District",202402,2024-02-01,"2024","Bunyoro",0.184021116619549
"Kibaale District",202403,2024-03-01,"2024","Bunyoro",0.193778672375189
"Kibaale District",202404,2024-04-01,"2024","Bunyoro",0.207455844915918
"Kibaale District",202406,2024-06-01,"2024","Bunyoro",0.224848044456925
"Kibaale District",202407,2024-07-01,"2024","Bunyoro",0.247645784428953
"Kibaale District",202408,2024-08-01,"2024","Bunyoro",0.230358118806774
"Kibaale District",202410,2024-10-01,"2024","Bunyoro",0.259058718663386
"Kibaale District",202411,2024-11-01,"2024","Bunyoro",0.283639725583683
"Kibaale District",202412,2024-12-01,"2024","Bunyoro",0.283513918708422
"Kibaale District",202405,2024-05-01,"2024","Bunyoro",0.195456261571927
"Kibaale District",202409,2024-09-01,"2024","Bunyoro",0.248480361204759
"Kyenjojo District",202401,2024-01-01,"2024","Tooro",0.28202358715281
"Kyenjojo District",202402,2024-02-01,"2024","Tooro",0.248360081945696
"Kyenjojo District",202403,2024-03-01,"2024","Tooro",0.244347923916797
"Kyenjojo District",202404,2024-04-01,"2024","Tooro",0.231700450380253
"Kyenjojo District",202405,2024-05-01,"2024","Tooro",0.233021625486129
"Kyenjojo District",202406,2024-06-01,"2024","Tooro",0.235692873598185
"Kyenjojo District",202407,2024-07-01,"2024","Tooro",0.256238882581
"Kyenjojo District",202408,2024-08-01,"2024","Tooro",0.242145205632863
"Kyenjojo District",202409,2024-09-01,"2024","Tooro",0.238182354742773
"Kyenjojo District",202410,2024-10-01,"2024","Tooro",0.235280417434394
"Kyenjojo District",202411,2024-11-01,"2024","Tooro",0.230887931518109
"Kyenjojo District",202412,2024-12-01,"2024","Tooro",0.259364780126324
"Mubende District",202401,2024-01-01,"2024","North Central",0.26821820979718
"Mubende District",202402,2024-02-01,"2024","North Central",0.215868146479022
"Mubende District",202403,2024-03-01,"2024","North Central",0.195619525547775
"Mubende District",202404,2024-04-01,"2024","North Central",0.178448101398969
"Mubende District",202406,2024-06-01,"2024","North Central",0.163308518553963
"Mubende District",202407,2024-07-01,"2024","North Central",0.200175096164193
"Mubende District",202408,2024-08-01,"2024","North Central",0.180215823244484
"Mubende District",202409,2024-09-01,"2024","North Central",0.209681880668396
"Mubende District",202410,2024-10-01,"2024","North Central",0.203333168731221
"Mubende District",202411,2024-11-01,"2024","North Central",0.215520823255686
"Mubende District",202412,2024-12-01,"2024","North Central",0.215358635063205
"Kyegegwa District",202401,2024-01-01,"2024","Tooro",0.14594795227998
"Kyegegwa District",202402,2024-02-01,"2024","Tooro",0.114862348869562
"Kyegegwa District",202404,2024-04-01,"2024","Tooro",0.132384172663326
"Kyegegwa District",202406,2024-06-01,"2024","Tooro",0.133206836160845
"Kyegegwa District",202407,2024-07-01,"2024","Tooro",0.141163792308269
"Kyegegwa District",202409,2024-09-01,"2024","Tooro",0.128753371238788
"Kyegegwa District",202410,2024-10-01,"2024","Tooro",0.13302190299322
"Kyegegwa District",202411,2024-11-01,"2024","Tooro",0.132234779883201
"Kyegegwa District",202412,2024-12-01,"2024","Tooro",0.161663895730336
"Kyegegwa District",202403,2024-03-01,"2024","Tooro",0.122053449708978
"Kyegegwa District",202405,2024-05-01,"2024","Tooro",0.127498009008551
"Kyegegwa District",202408,2024-08-01,"2024","Tooro",0.134874656905005
"Mubende District",202405,2024-05-01,"2024","North Central",0.188743071329989
"Kikuube District",202401,2024-01-01,"2024","Bunyoro",0.253872110718003
"Kikuube District",202402,2024-02-01,"2024","Bunyoro",0.229203604027305
"Kikuube District",202403,2024-03-01,"2024","Bunyoro",0.195970807391812
"Kikuube District",202404,2024-04-01,"2024","Bunyoro",0.170516936926406
"Kikuube District",202405,2024-05-01,"2024","Bunyoro",0.157487665146565
"Kikuube District",202406,2024-06-01,"2024","Bunyoro",0.169762880927621
"Kikuube District",202407,2024-07-01,"2024","Bunyoro",0.147185442477245
"Kikuube District",202408,2024-08-01,"2024","Bunyoro",0.158475722773545
"Kikuube District",202409,2024-09-01,"2024","Bunyoro",0.154771370930694
"Kikuube District",202410,2024-10-01,"2024","Bunyoro",0.158538843300565
"Kikuube District",202411,2024-11-01,"2024","Bunyoro",0.168751371789091
"Kikuube District",202412,2024-12-01,"2024","Bunyoro",0.172514561256344
"Agago District",202401,2024-01-01,"2024","Acholi",0.45377479667139
"Agago District",202402,2024-02-01,"2024","Acholi",0.419507535236052
"Agago District",202403,2024-03-01,"2024","Acholi",0.328660416540264
"Agago District",202404,2024-04-01,"2024","Acholi",0.35035849499
"Agago District",202405,2024-05-01,"2024","Acholi",0.385055450227705
"Agago District",202406,2024-06-01,"2024","Acholi",0.424779129434441
"Agago District",202407,2024-07-01,"2024","Acholi",0.429760811051901
"Agago District",202408,2024-08-01,"2024","Acholi",0.464629886059637
"Agago District",202409,2024-09-01,"2024","Acholi",0.438433181691291
"Agago District",202410,2024-10-01,"2024","Acholi",0.427358716575227
"Agago District",202411,2024-11-01,"2024","Acholi",0.442328052026033
"Agago District",202412,2024-12-01,"2024","Acholi",0.423093817004234
"Abim District",202401,2024-01-01,"2024","Karamoja",0.366835308058939
"Abim District",202402,2024-02-01,"2024","Karamoja",0.350283635189916
"Abim District",202403,2024-03-01,"2024","Karamoja",0.305277227501325
"Abim District",202404,2024-04-01,"2024","Karamoja",0.32723665799191
"Abim District",202405,2024-05-01,"2024","Karamoja",0.321349439471322
"Abim District",202406,2024-06-01,"2024","Karamoja",0.365876891144153
"Abim District",202407,2024-07-01,"2024","Karamoja",0.39594123586487
"Abim District",202408,2024-08-01,"2024","Karamoja",0.465638441829107
"Abim District",202409,2024-09-01,"2024","Karamoja",0.492570028799336
"Abim District",202410,2024-10-01,"2024","Karamoja",0.512681169983068
"Abim District",202411,2024-11-01,"2024","Karamoja",0.488496890463354
"Abim District",202412,2024-12-01,"2024","Karamoja",0.471811430298266
"Otuke District",202401,2024-01-01,"2024","Lango",0.567978226397682
"Otuke District",202402,2024-02-01,"2024","Lango",0.537037402009504
"Otuke District",202403,2024-03-01,"2024","Lango",0.503414606331913
"Otuke District",202404,2024-04-01,"2024","Lango",0.512833812830819
"Otuke District",202405,2024-05-01,"2024","Lango",0.53248770541558
"Otuke District",202406,2024-06-01,"2024","Lango",0.557214352422804
"Otuke District",202407,2024-07-01,"2024","Lango",0.565966834363712
"Otuke District",202408,2024-08-01,"2024","Lango",0.576054274732577
"Otuke District",202409,2024-09-01,"2024","Lango",0.562819340010084
"Otuke District",202410,2024-10-01,"2024","Lango",0.54965272958815
"Otuke District",202411,2024-11-01,"2024","Lango",0.539650533524016
"Otuke District",202412,2024-12-01,"2024","Lango",0.535148143950249
"Kotido District",202401,2024-01-01,"2024","Karamoja",0.601794113574317
"Kotido District",202402,2024-02-01,"2024","Karamoja",0.499549176335107
"Kotido District",202403,2024-03-01,"2024","Karamoja",0.498959990624801
"Kotido District",202404,2024-04-01,"2024","Karamoja",0.408245406607584
"Kotido District",202405,2024-05-01,"2024","Karamoja",0.439066621901249
"Kotido District",202406,2024-06-01,"2024","Karamoja",0.441376070812461
"Kotido District",202407,2024-07-01,"2024","Karamoja",0.43074459207029
"Kotido District",202408,2024-08-01,"2024","Karamoja",0.459237397418468
"Kotido District",202409,2024-09-01,"2024","Karamoja",0.496619930110934
"Kotido District",202410,2024-10-01,"2024","Karamoja",0.53589939595976
"Kotido District",202411,2024-11-01,"2024","Karamoja",0.505632584854718
"Kotido District",202412,2024-12-01,"2024","Karamoja",0.509724940140827
"Mbarara District",202401,2024-01-01,"2024","Ankole",0.103605183436906
"Mbarara District",202402,2024-02-01,"2024","Ankole",0.109010812712463
"Mbarara District",202403,2024-03-01,"2024","Ankole",0.105813969818354
"Mbarara District",202404,2024-04-01,"2024","Ankole",0.0946515244424172
"Mbarara District",202405,2024-05-01,"2024","Ankole",0.10519043322564
"Mbarara District",202406,2024-06-01,"2024","Ankole",0.11952660330105
"Mbarara District",202407,2024-07-01,"2024","Ankole",0.103403225395802
"Mbarara District",202408,2024-08-01,"2024","Ankole",0.105166981649566
"Mbarara District",202409,2024-09-01,"2024","Ankole",0.100181833565713
"Mbarara District",202410,2024-10-01,"2024","Ankole",0.0837045175189814
"Mbarara District",202411,2024-11-01,"2024","Ankole",0.0918438701013514
"Mbarara District",202412,2024-12-01,"2024","Ankole",0.0959803180912284
"Mbarara City",202401,2024-01-01,"2024","Ankole",0.0861944419808249
"Mbarara City",202402,2024-02-01,"2024","Ankole",0.054908328454212
"Mbarara City",202403,2024-03-01,"2024","Ankole",0.0911967664026823
"Mbarara City",202404,2024-04-01,"2024","Ankole",0.0899474356448963
"Mbarara City",202405,2024-05-01,"2024","Ankole",0.0784406198431405
"Mbarara City",202406,2024-06-01,"2024","Ankole",0.0638159598796855
"Mbarara City",202407,2024-07-01,"2024","Ankole",0.0667997994067349
"Mbarara City",202408,2024-08-01,"2024","Ankole",0.0459298606685069
"Mbarara City",202409,2024-09-01,"2024","Ankole",0.0435188627607127
"Mbarara City",202410,2024-10-01,"2024","Ankole",0.0444470150207973
"Mbarara City",202411,2024-11-01,"2024","Ankole",0.0367390147251635
"Mbarara City",202412,2024-12-01,"2024","Ankole",0.0385748034235662
"Sheema District",202401,2024-01-01,"2024","Ankole",0.0416448716457336
"Sheema District",202402,2024-02-01,"2024","Ankole",0.0390593001461711
"Sheema District",202403,2024-03-01,"2024","Ankole",0.0349781934172437
"Sheema District",202404,2024-04-01,"2024","Ankole",0.0367062377191609
"Sheema District",202405,2024-05-01,"2024","Ankole",0.0297051892125041
"Sheema District",202406,2024-06-01,"2024","Ankole",0.0391344545633663
"Sheema District",202407,2024-07-01,"2024","Ankole",0.0326370222771891
"Sheema District",202408,2024-08-01,"2024","Ankole",0.0426080492100602
"Sheema District",202409,2024-09-01,"2024","Ankole",0.0396025049549248
"Sheema District",202410,2024-10-01,"2024","Ankole",0.0313371346602879
"Sheema District",202411,2024-11-01,"2024","Ankole",0.0416639579890424
"Sheema District",202412,2024-12-01,"2024","Ankole",0.0624487651315111
"Kiruhura District",202401,2024-01-01,"2024","Ankole",0.245296248426933
"Kiruhura District",202402,2024-02-01,"2024","Ankole",0.251372270765942
"Kiruhura District",202403,2024-03-01,"2024","Ankole",0.240540914566666
"Kiruhura District",202404,2024-04-01,"2024","Ankole",0.234794125805109
"Kiruhura District",202405,2024-05-01,"2024","Ankole",0.213198074484483
"Kiruhura District",202406,2024-06-01,"2024","Ankole",0.192349177612927
"Kiruhura District",202407,2024-07-01,"2024","Ankole",0.188576171203954
"Kiruhura District",202408,2024-08-01,"2024","Ankole",0.187826470705324
"Kiruhura District",202409,2024-09-01,"2024","Ankole",0.169705005177189
"Kiruhura District",202410,2024-10-01,"2024","Ankole",0.171793594692037
"Kiruhura District",202411,2024-11-01,"2024","Ankole",0.17519951616025
"Kiruhura District",202412,2024-12-01,"2024","Ankole",0.184732685553184
"Isingiro District",202401,2024-01-01,"2024","Ankole",0.0569210988841594
"Isingiro District",202402,2024-02-01,"2024","Ankole",0.0579349543944178
"Isingiro District",202403,2024-03-01,"2024","Ankole",0.0555408935861936
"Isingiro District",202404,2024-04-01,"2024","Ankole",0.0514580727563562
"Isingiro District",202405,2024-05-01,"2024","Ankole",0.0503949441106062
"Isingiro District",202406,2024-06-01,"2024","Ankole",0.0487327706412744
"Isingiro District",202407,2024-07-01,"2024","Ankole",0.0450111485875983
"Isingiro District",202408,2024-08-01,"2024","Ankole",0.0470376416312026
"Isingiro District",202409,2024-09-01,"2024","Ankole",0.0510059260338535
"Isingiro District",202410,2024-10-01,"2024","Ankole",0.0528336800413417
"Isingiro District",202411,2024-11-01,"2024","Ankole",0.051899463551436
"Isingiro District",202412,2024-12-01,"2024","Ankole",0.0534515305806983
"Rwampara District",202401,2024-01-01,"2024","Ankole",0.0387615301279173
"Rwampara District",202402,2024-02-01,"2024","Ankole",0.0347298490809673
"Rwampara District",202403,2024-03-01,"2024","Ankole",0.0377674177769755
"Rwampara District",202404,2024-04-01,"2024","Ankole",0.0364864122598241
"Rwampara District",202405,2024-05-01,"2024","Ankole",0.0369504783516264
"Rwampara District",202406,2024-06-01,"2024","Ankole",0.0350097338768188
"Rwampara District",202407,2024-07-01,"2024","Ankole",0.0347316266037082
"Rwampara District",202408,2024-08-01,"2024","Ankole",0.0355670254957684
"Rwampara District",202409,2024-09-01,"2024","Ankole",0.0350981390042372
"Rwampara District",202410,2024-10-01,"2024","Ankole",0.0369105455723035
"Rwampara District",202411,2024-11-01,"2024","Ankole",0.0409964312992199
"Rwampara District",202412,2024-12-01,"2024","Ankole",0.0442690698805028
"Bushenyi District",202401,2024-01-01,"2024","Ankole",0.0953194660648389
"Bushenyi District",202402,2024-02-01,"2024","Ankole",0.0835544107444797
"Bushenyi District",202403,2024-03-01,"2024","Ankole",0.0843389568992874
"Bushenyi District",202404,2024-04-01,"2024","Ankole",0.0807404387418825
"Bushenyi District",202405,2024-05-01,"2024","Ankole",0.0963004820507344
"Bushenyi District",202406,2024-06-01,"2024","Ankole",0.0813233353186747
"Bushenyi District",202407,2024-07-01,"2024","Ankole",0.0906201103271053
"Bushenyi District",202408,2024-08-01,"2024","Ankole",0.0996241280754015
"Bushenyi District",202409,2024-09-01,"2024","Ankole",0.0928931843480036
"Bushenyi District",202410,2024-10-01,"2024","Ankole",0.0815867179005575
"Bushenyi District",202411,2024-11-01,"2024","Ankole",0.0777209833446922
"Bushenyi District",202412,2024-12-01,"2024","Ankole",0.0731552567289309
"Moyo District",202402,2024-02-01,"2024","West Nile",0.0425174430010869
"Moyo District",202403,2024-03-01,"2024","West Nile",0.0315405337230353
"Yumbe District",202402,2024-02-01,"2024","West Nile",0.115854539847404
"Yumbe District",202403,2024-03-01,"2024","West Nile",0.0810948833772232
"Obongi District",202402,2024-02-01,"2024","West Nile",0.106071216794087
"Obongi District",202403,2024-03-01,"2024","West Nile",0.0600210924235893
"Adjumani District",202402,2024-02-01,"2024","West Nile",0.0777134606917463
"Adjumani District",202403,2024-03-01,"2024","West Nile",0.060857577773724
"Obongi District",202401,2024-01-01,"2024","West Nile",0.141849134829964
"Obongi District",202404,2024-04-01,"2024","West Nile",0.0498137306705451
"Obongi District",202405,2024-05-01,"2024","West Nile",0.0343448090259766
"Obongi District",202406,2024-06-01,"2024","West Nile",0.0275331443203413
"Obongi District",202407,2024-07-01,"2024","West Nile",0.0224249573861964
"Moyo District",202401,2024-01-01,"2024","West Nile",0.0622010772468528
"Moyo District",202404,2024-04-01,"2024","West Nile",0.0185579363491252
"Moyo District",202405,2024-05-01,"2024","West Nile",0.0145281163617762
"Moyo District",202406,2024-06-01,"2024","West Nile",0.0123769824270523
"Moyo District",202407,2024-07-01,"2024","West Nile",0.0140314988600842
"Moyo District",202408,2024-08-01,"2024","West Nile",0.0162715752867635
"Moyo District",202409,2024-09-01,"2024","West Nile",0.0153923411177452
"Moyo District",202410,2024-10-01,"2024","West Nile",0.0160615198536765
"Moyo District",202411,2024-11-01,"2024","West Nile",0.0157965107533463
"Moyo District",202412,2024-12-01,"2024","West Nile",0.0176186852485576
"Amuru District",202401,2024-01-01,"2024","Acholi",0.161824011802316
"Amuru District",202402,2024-02-01,"2024","Acholi",0.137188188819031
"Amuru District",202403,2024-03-01,"2024","Acholi",0.107321718316405
"Amuru District",202404,2024-04-01,"2024","Acholi",0.104957945242082
"Amuru District",202405,2024-05-01,"2024","Acholi",0.10985083767708
"Amuru District",202406,2024-06-01,"2024","Acholi",0.111770979158113
"Amuru District",202407,2024-07-01,"2024","Acholi",0.109171136850506
"Amuru District",202408,2024-08-01,"2024","Acholi",0.107400974606004
"Amuru District",202409,2024-09-01,"2024","Acholi",0.106596644117732
"Amuru District",202410,2024-10-01,"2024","Acholi",0.0954031462431052
"Amuru District",202411,2024-11-01,"2024","Acholi",0.0994369167939505
"Amuru District",202412,2024-12-01,"2024","Acholi",0.116106095537549
"Adjumani District",202401,2024-01-01,"2024","West Nile",0.0978028585579466
"Adjumani District",202404,2024-04-01,"2024","West Nile",0.0427858510647526
"Adjumani District",202405,2024-05-01,"2024","West Nile",0.0481277327579444
"Adjumani District",202406,2024-06-01,"2024","West Nile",0.0396896604108374
"Adjumani District",202407,2024-07-01,"2024","West Nile",0.0363921083756777
"Adjumani District",202408,2024-08-01,"2024","West Nile",0.0332050767117358
"Adjumani District",202409,2024-09-01,"2024","West Nile",0.0319408744160628
"Adjumani District",202410,2024-10-01,"2024","West Nile",0.0300724245499153
"Adjumani District",202411,2024-11-01,"2024","West Nile",0.0183535966829171
"Adjumani District",202412,2024-12-01,"2024","West Nile",0.0282903617921209
"Obongi District",202408,2024-08-01,"2024","West Nile",0.0237241363259319
"Obongi District",202409,2024-09-01,"2024","West Nile",0.0233897487793757
"Obongi District",202410,2024-10-01,"2024","West Nile",0.0199832365760936
"Obongi District",202411,2024-11-01,"2024","West Nile",0.0219359249972857
"Obongi District",202412,2024-12-01,"2024","West Nile",0.0259306549342732
"Yumbe District",202404,2024-04-01,"2024","West Nile",0.0699624991163481
"Yumbe District",202405,2024-05-01,"2024","West Nile",0.0625155224855667
"Yumbe District",202406,2024-06-01,"2024","West Nile",0.0557234825412212
"Yumbe District",202407,2024-07-01,"2024","West Nile",0.0521445853279434
"Yumbe District",202408,2024-08-01,"2024","West Nile",0.055318561790619
"Yumbe District",202409,2024-09-01,"2024","West Nile",0.0630292962058943
"Yumbe District",202410,2024-10-01,"2024","West Nile",0.0579638146377352
"Yumbe District",202411,2024-11-01,"2024","West Nile",0.0677339412965062
"Yumbe District",202412,2024-12-01,"2024","West Nile",0.0731783976703285
"Yumbe District",202401,2024-01-01,"2024","West Nile",0.168035040960526
"Pallisa District",202401,2024-01-01,"2024","Bukedi",0.405259103924932
"Pallisa District",202402,2024-02-01,"2024","Bukedi",0.381887330973202
"Pallisa District",202403,2024-03-01,"2024","Bukedi",0.374136292448271
"Pallisa District",202404,2024-04-01,"2024","Bukedi",0.340143221640365
"Pallisa District",202405,2024-05-01,"2024","Bukedi",0.309139919235882
"Pallisa District",202406,2024-06-01,"2024","Bukedi",0.283046780839362
"Pallisa District",202407,2024-07-01,"2024","Bukedi",0.256343027000372
"Pallisa District",202408,2024-08-01,"2024","Bukedi",0.23176076502341
"Pallisa District",202409,2024-09-01,"2024","Bukedi",0.237586448344824
"Pallisa District",202410,2024-10-01,"2024","Bukedi",0.246766544749407
"Pallisa District",202411,2024-11-01,"2024","Bukedi",0.234411989418939
"Pallisa District",202412,2024-12-01,"2024","Bukedi",0.273865459374529
"Kaliro District",202401,2024-01-01,"2024","Busoga",0.608539426664228
"Kaliro District",202402,2024-02-01,"2024","Busoga",0.630292897631046
"Kaliro District",202403,2024-03-01,"2024","Busoga",0.608853468117606
"Kaliro District",202404,2024-04-01,"2024","Busoga",0.606567807502984
"Kaliro District",202405,2024-05-01,"2024","Busoga",0.60297982194951
"Kaliro District",202406,2024-06-01,"2024","Busoga",0.593061454180962
